name,address,lat,lon,ElecDayVotes,EarlyVotes,BallotsCast,WaitTimeHr
Rowland Avenue Elementary School,1355 E Rowland Ave West Covina CA 91790,34.08002,-117.91748,108.0,32.0,140.0,0.18
Agoura Hills Civic Center,30001 Ladyface Ct. Agoura Hills CA 91301,34.14462,-118.77628,1013.0,610.0,1623.0,2.15
East Los Angeles Doctors Hospital,4060 Whittier Blvd Los Angeles CA 90023,34.02377,-118.18415,108.0,160.0,268.0,0.32
Agoura Hills/Calabasas Community Center,27040 Malibu Hills Rd Calabasas CA 91301,34.13616,-118.71296,1016.0,762.0,1778.0,0.8
Manhattan Place Elementary School,1850 W 96th St Los Angeles CA 90047,33.94845,-118.31072,112.0,60.0,172.0,0.87
Alexandria Elementary School,4211 Oakwood Ave Los Angeles CA 90004,34.0778,-118.29896,492.0,111.0,603.0,2.23
Wilkerson Middle School,2700 Doreen Ave El Monte CA 91733,34.06148,-118.04453,115.0,25.0,140.0,0.3
Alfred B Nobel Charter Middle School,9950 Tampa Ave Northridge CA 91324,34.25108,-118.55136,1146.0,431.0,1577.0,1.63
C21 Realty Masters-Norwalk,11716 Rosecrans Ave Norwalk CA 90650,33.90184,-118.08378,116.0,45.0,161.0,1.12
Algin Sutton Recreation Center,8800 S Hoover Ave Los Angeles CA 90044,33.95729,-118.28637,428.0,170.0,598.0,1.0
St Mark Baptist Church,1703 Lemon Ave Long Beach CA 90813,33.78844,-118.17878,117.0,44.0,161.0,0.52
Alhambra Civic Center Library,101 S 1st St Alhambra CA 91801,34.09307,-118.12754,1465.0,780.0,2245.0,2.48
Levy Adult Center,3420 W 229th Pl Torrance CA 90505,33.8174,-118.34634,118.0,274.0,392.0,1.48
All Saints Episcopal Church,5619 Monte Vista St Los Angeles CA 90042,34.11165,-118.19532,1065.0,311.0,1376.0,2.0
Great Commission Worship Center,10346 East Ave R Littlerock CA 93543,34.57203,-117.94401,126.0,69.0,195.0,0.0
Allen J Martin Park,14830 Giordano St La Puente CA 91744,34.04039,-117.96176,468.0,79.0,547.0,0.22
Alma Family Services,3218 Wabash Ave Los Angeles CA 90063,34.04772,-118.19234,128.0,32.0,160.0,1.03
Allendale Elementary School,1135 S Euclid Ave Pasadena CA 91106,34.12632,-118.14313,537.0,496.0,1033.0,0.38
Francisquito Villa,14622 Francisquito Ave La Puente CA 91746,34.05757,-117.96046,130.0,115.0,245.0,0.0
Allesandro School,2210 Riverside Dr Los Angeles CA 90039,34.10193,-118.25187,,,,
Los Angeles Senior High,4650 W Olympic Blvd Los Angeles CA 90019,34.0554,-118.33299,140.0,2.0,142.0,1.4
Stevenson Ranch Library,25950 The Old Rd Stevenson Ranch CA 91381,34.39322,-118.57277,140.0,458.0,598.0,3.27
Alma Family Services,9101 Whittier Blvd Pico Rivera CA 90660,34.00095,-118.08218,171.0,46.0,217.0,0.02
Peak Training Institute,17121 S Central Ave Carson CA 90746,33.87631,-118.25024,141.0,38.0,179.0,0.35
Alondra Community Regional Park,3850 W Manhattan Beach Blvd Lawndale CA 90260,33.88635,-118.3411,674.0,224.0,898.0,1.27
Century Villages at Cabrillo,2220 W Williams St Long Beach CA 90810,33.79261,-118.22236,142.0,97.0,239.0,0.1
Alpine Recreation Center,817 Yale St Los Angeles CA 90012,34.06409,-118.24101,337.0,67.0,404.0,0.0
LA County Public Administrator,16610 Chestnut St City of Industry CA 91748,34.00723,-117.94193,145.0,119.0,264.0,0.17
Alta Loma Elementary School,1745 Vineyard Ave Los Angeles CA 90019,34.04301,-118.33969,594.0,96.0,690.0,2.27
South East High School,2720 Tweedy Blvd South Gate CA 90280,33.94541,-118.22194,152.0,49.0,201.0,1.8
Alta Vista Racquet Courts,715 Julia Ave Redondo Beach CA 90277,33.83122,-118.37894,590.0,328.0,918.0,1.1
Carpet District,533 N Azusa Ave West Covina CA 91791,34.08013,-117.90819,156.0,51.0,207.0,0.02
Altadena Community Center,730 E Altadena Dr Altadena CA 91001,34.1898,-118.13331,633.0,497.0,1130.0,1.48
Dexter Park,11053 North Trail Sylmar CA 91342,34.29332,-118.3756,158.0,33.0,191.0,0.0
Al-Umma Cntr of Santa Clarita Valley,18027 Sierra Hwy Santa Clarita CA 91351,34.42336,-118.45161,349.0,47.0,396.0,1.83
From the Heart Church Ministries of Pomona,655 N Mills Ave Pomona CA 91767,34.06511,-117.71764,160.0,9.0,169.0,0.3
American Islamic Institute of Antelope Valley,1125-B E Palmdale Blvd Palmdale CA 93550,34.58031,-118.0548,288.0,151.0,439.0,1.43
Tri-Community Adult School,231 E Stephanie Dr Covina CA 91722,34.1048,-117.88701,162.0,26.0,188.0,0.0
American Legion Post 176,602 Pico St San Fernando CA 91340,34.2774,-118.43853,334.0,18.0,352.0,0.18
Signal Hill Public Library,1800 E Hill St Signal Hill CA 90755,33.79678,-118.16923,165.0,131.0,296.0,2.13
American Legion Post 241,4725 Maine Ave Baldwin Park CA 91706,34.09847,-117.96073,666.0,132.0,798.0,1.07
Ralph Bunche Elementary School,16223 Haskins Ln Carson CA 90746,33.884,-118.2615,167.0,29.0,196.0,0.08
American Legion Post 314,14124 S Prairie Ave Hawthorne CA 90250,33.90365,-118.34332,270.0,141.0,411.0,3.08
Lincoln Heights Youth Center,2911 Altura St Los Angeles CA 90031,34.07568,-118.21127,167.0,143.0,310.0,1.73
American Legion Post 359,11986 Front St Norwalk CA 90650,33.90937,-118.07809,237.0,54.0,291.0,0.0
El Monte Wesleyan Christian Church,2400 Santa Anita Ave South El Monte CA 91733,34.05622,-118.04198,168.0,23.0,191.0,0.0
Angelica Lutheran Church,1345 S Burlington Ave East Los Angeles CA 90006,34.04428,-118.28015,531.0,61.0,592.0,0.25
Boys & Girls Club of Ramona Gardens,2830 Lancaster Ave Los Angeles CA 90033,34.05682,-118.19496,169.0,19.0,188.0,0.0
Angelo M Iacoboni Library,4990 Clark Ave Lakewood CA 90712,33.84869,-118.13339,,,,
Annalee Avenue Elementary School,19410 Annalee Ave Carson CA 90746,33.85418,-118.25186,874.0,168.0,1042.0,2.27
San Jose Edison Charter Academy,2021 W Alwood St West Covina CA 91790,34.06257,-117.95971,174.0,36.0,210.0,0.0
Anne Douglas Center of the LA Mission,310 Winston St Los Angeles CA 90013,34.04536,-118.24506,303.0,69.0,372.0,0.67
Wilshire Park Elementary School,4063 Ingraham St Los Angeles CA 90005,34.06098,-118.31654,178.0,43.0,221.0,2.18
Antelope Valley Church,3830 W Ave L8 Lancaster CA 93536,34.65193,-118.1996,1089.0,223.0,1312.0,1.07
First Chinese Baptist Church,942 Yale St Los Angeles CA 90012,34.06599,-118.239,178.0,151.0,329.0,0.0
Bursch Elementary School,2505 W 156th St Compton CA 90220,33.89173,-118.25563,181.0,15.0,196.0,0.03
Anza Elementary School,21400 Ellinwood Dr Torrance CA 90503,33.83406,-118.36463,656.0,207.0,863.0,0.0
Hudson Adult Learning Center,445 Glendora Ave La Puente CA 91744,34.02611,-117.9524,198.0,9.0,207.0,0.03
Third Street Elementary School,201 S June St Los Angeles CA 90004,34.07055,-118.33501,203.0,91.0,294.0,0.88
Applied Technology Center High School,1200 W Mines Ave Montebello CA 90640,34.00533,-118.11693,611.0,93.0,704.0,1.68
Union Rescue Mission,545 South San Pedro Street Los Angeles CA 90013,34.04334,-118.24508,203.0,45.0,248.0,0.98
Arcadia Public Library,20 W Duarte Rd Arcadia CA 91006,34.12846,-118.03187,1251.0,780.0,2031.0,2.27
New City Church,591 E Palm Ave El Segundo CA 90245,33.92532,-118.40997,204.0,56.0,260.0,0.02
Arlington Elementary School,17800 Van Ness Ave Torrance CA 90504,33.86856,-118.31643,610.0,181.0,791.0,0.85
Potrero Elementary School,2611 Potrero Ave El Monte CA 91733,34.05961,-118.05642,209.0,38.0,247.0,0.18
Arlington Heights Elementary,1717 7th Ave Los Angeles CA 90019,34.04119,-118.32502,633.0,62.0,695.0,2.78
El Camino Real Library,4264 Whittier Blvd Los Angeles CA 90023,34.02369,-118.17777,212.0,162.0,374.0,2.07
Armenian Cilicia Evangelical Church,339 S Santa Anita Ave Pasadena CA 91107,34.14025,-118.09897,633.0,150.0,783.0,0.1
Sierra Vista Park,311 N Rural Dr Monterey Park CA 91755,34.06565,-118.11435,216.0,66.0,282.0,0.0
Armenian Society of Los Angeles,117 S Louis St Glendale CA 91205,34.1454,-118.25294,259.0,166.0,425.0,0.48
Trinity Lutheran Church,11716 Floral Dr Whittier CA 90601,33.99139,-118.05159,218.0,66.0,284.0,
Armstrong Elementary School,22750 Beaverhead Dr Diamond Bar CA 91765,34.02143,-117.81817,286.0,49.0,335.0,0.0
Imperial Courts Recreation Center,2250 E 114th St Los Angeles CA 90059,33.93126,-118.23242,224.0,43.0,267.0,0.07
Arnold Elementary School,4100 W 227th St Torrance CA 90505,33.82192,-118.35598,293.0,97.0,390.0,0.45
Calabasas Tennis and Swim Center,23400 Park Sorrento Calabasas CA 91302,34.15488,-118.63876,224.0,261.0,485.0,1.8
Arroyo Seco Library,6145 N Figueroa St Los Angeles CA 90042,34.11383,-118.18633,866.0,307.0,1173.0,1.82
MacArthur Park,1321 E Anaheim St Long Beach CA 90813,33.78289,-118.17457,228.0,97.0,325.0,1.0
ArtCenter College of Design,870 S Raymond Ave Pasadena CA 91105,34.13145,-118.14838,656.0,297.0,953.0,1.12
La Verne Library,3640 D St La Verne CA 91750,34.11138,-117.76418,228.0,969.0,1197.0,3.35
Artesia Library,18801 Elaine Ave Artesia CA 90701,33.86038,-118.07718,254.0,228.0,482.0,0.87
El Sereno Senior Citizen Center,4818 Klamath Place Los Angeles CA 90032,34.07484,-118.17951,228.0,263.0,491.0,2.03
Ascot Library,120 W Florence Ave Los Angeles CA 90003,33.97436,-118.27463,846.0,115.0,961.0,1.68
Cortada Elementary School,3111 Potrero Ave El Monte CA 91733,34.06531,-118.05624,232.0,33.0,265.0,0.0
Asian American Drug Abuse Program,2900 Crenshaw Blvd Los Angeles CA 90016,34.02931,-118.33457,658.0,153.0,811.0,2.12
Rancho Dominguez Library,4420 E Rose St East Compton CA 90221,33.89408,-118.19358,232.0,90.0,322.0,0.2
Assistance League of Pasadena,820 E California Blvd Pasadena CA 91106,34.13577,-118.13352,874.0,307.0,1181.0,0.92
Columbia Elementary School,3400 California Ave El Monte CA 91731,34.07137,-118.03421,233.0,38.0,271.0,0.05
Assumption Church,2832 Blanchard St Los Angeles CA 90033,34.04785,-118.19813,855.0,123.0,978.0,0.97
Pacific Avenue Education Center,440 W Lomita Ave Glendale CA 91204,34.13993,-118.26242,234.0,43.0,277.0,0.0
Atwater Avenue Elementary School,3271 Silver Lake Blvd Los Angeles CA 90039,34.1157,-118.25494,1332.0,402.0,1734.0,1.45
Empower Church,5792 Main St South Gate CA 90280,33.91671,-118.16571,235.0,28.0,263.0,0.0
Azusa Women's Club,1003 N Azusa Ave Azusa CA 91702,34.13928,-117.90792,1139.0,442.0,1581.0,0.93
Baker Elementary School,12043 Exline St El Monte CA 91732,34.06621,-118.01582,358.0,40.0,398.0,0.32
Evergreen Baptist Church of San Gabriel Valley,323 Workman Mill Rd La Puente CA 91746,34.04357,-117.99916,237.0,51.0,288.0,0.03
Baldwin Hills Crenshaw Plaza Shopping Center,3650 W Martin Luther King Jr Blvd Los Angeles CA 90008,34.01101,-118.33647,857.0,337.0,1194.0,2.38
Living Way - A Foursquare Church,9336 Rose St Bellflower CA 90706,33.8694,-118.13492,238.0,33.0,271.0,0.43
Baldwin Hills Library,2906 S La Brea Ave Los Angeles CA 90016,34.02821,-118.35265,592.0,115.0,707.0,1.0
Living Faith Church,418 W Ave J Lancaster CA 93534,34.68864,-118.13412,239.0,19.0,258.0,0.17
Baldwin Park Library,4181 Baldwin Park Blvd Baldwin Park CA 91706,34.08801,-117.96526,493.0,308.0,801.0,0.73
Norwalk City Senior Action Center,14040 San Antonio Dr Norwalk CA 90650,33.90317,-118.08067,239.0,113.0,352.0,0.0
Banning Recreation Center,1331 Eubank Ave Wilmington CA 90744,33.79064,-118.25664,457.0,307.0,764.0,2.33
Rio Hondo College,3600 Workman Mill Rd Whittier CA 90601,34.01893,-118.03484,240.0,34.0,274.0,0.0
Barranca Elementary School,727 S Barranca Ave Covina CA 91723,34.07633,-117.88257,650.0,113.0,763.0,0.42
Hazard Recreation Center,2230 Norfolk St Los Angeles CA 90033,34.06085,-118.20257,243.0,95.0,338.0,1.37
Barrio Action Youth & Family Center,4927 Huntington N #200 Los Angeles CA 90032,34.08746,-118.1764,968.0,131.0,1099.0,2.07
Pearblossom Community Center,34004 128th Street East Pearblossom CA 93553,34.503,-117.90079,244.0,120.0,364.0,0.0
Bassett Street Elementary School,15756 Bassett St Van Nuys CA 91406,34.19527,-118.47763,1345.0,320.0,1665.0,1.62
Fred Roberts Recreation Center,4700 S Honduras St Los Angeles CA 90011,34.00146,-118.24366,246.0,35.0,281.0,1.8
Bateman Hall,11331 Ernestine Ave Lynwood CA 90262,33.92518,-118.19879,1179.0,242.0,1421.0,2.78
Stough Canyon Nature Center,2300 E Walnut Ave Burbank CA 91504,34.21384,-118.30697,249.0,81.0,330.0,0.35
Bay Shore Community Congregational Church,5100 E The Toledo Long Beach CA 90803,33.76319,-118.13407,1221.0,456.0,1677.0,1.6
Island Village,7111 Island Village Dr Long Beach CA 90803,33.75803,-118.09484,250.0,77.0,327.0,0.0
Beach Cities Health District,514 N Prospect Ave Redondo Beach CA 90277,33.85335,-118.3789,763.0,300.0,1063.0,0.0
Garvey Ranch Park,781 S Orange Ave Monterey Park CA 91754,34.05257,-118.1137,251.0,221.0,472.0,1.27
Beckford Avenue Elementary School,19130 Tulsa St Northridge CA 91326,34.26773,-118.54883,851.0,333.0,1184.0,1.43
Palmdale Gardens,38601 10th E Palmdale CA 93550,34.5844,-118.11291,252.0,38.0,290.0,0.02
Beethoven Street Elementary School,3711 Beethoven St Los Angeles CA 90066,34.00204,-118.44328,711.0,270.0,981.0,1.02
Chinatown Library,639 N Hill St Los Angeles CA 90012,34.06066,-118.24107,253.0,42.0,295.0,0.0
Bell Community Center,6250 Pine Ave Bell CA 90201,33.98017,-118.18847,674.0,141.0,815.0,0.3
Bell Gardens Elementary School,5620 Quinn St Bell Gardens CA 90201,33.95875,-118.16788,300.0,45.0,345.0,0.17
Mira Catalina ElementarySchool,30511 Lucania Dr Rancho Palos Verdes CA 90275,33.74051,-118.33495,256.0,110.0,366.0,0.0
Bell Gardens High School,6119 Agra St Bell Gardens CA 90201,33.97587,-118.15382,471.0,49.0,520.0,1.38
LA County Fire Station 158,1650 W 162nd St Gardena CA 90247,33.88348,-118.30615,258.0,166.0,424.0,0.92
Bell Gardens Senior Center,6722 Clara St Bell Gardens CA 90201,33.96097,-118.14627,,,,
Jellick Elementary School,1400 Jellick Ave Rowland Heights CA 91748,33.99238,-117.89997,259.0,36.0,295.0,0.0
Bell Gardens Veterans Park,6662 Loveland St Bell Gardens CA 90201,33.96815,-118.14486,,,,
Bethel AME Church,7900 S Western Ave Los Angeles CA 90047,33.96696,-118.30864,259.0,199.0,458.0,2.37
Bellflower City Hall,16600 Civic Center Dr Bellflower CA 90706,33.88364,-118.12187,791.0,151.0,942.0,2.37
Belmont High School,1575 W 2nd St Los Angeles CA 90026,34.06133,-118.26291,,,,
McKinley Elementary School,14431 S Stanford Ave Compton CA 90220,33.90051,-118.26222,261.0,39.0,300.0,0.05
Ben Lomond Elementary School,621 E Covina Blvd Covina CA 91722,34.10035,-117.8782,885.0,170.0,1055.0,0.8
Grace United Methodist Church,2325 E 3rd St Long Beach CA 90814,33.76839,-118.1647,261.0,299.0,560.0,2.32
Bert Lynn Middle School,5038 Halison St Torrance CA 90503,33.85114,-118.36403,598.0,156.0,754.0,0.23
Willowbrook Senior Center,12915 Jarvis Ave Los Angeles CA 90061,33.91499,-118.27228,268.0,71.0,339.0,0.2
Bertrand Avenue Elementary School,7021 Bertrand Ave Reseda CA 91335,34.1977,-118.52523,648.0,188.0,836.0,1.83
New Lexington Elementary School,10410 Bodger St El Monte CA 91733,34.06399,-118.04434,271.0,20.0,291.0,0.0
Betty Ainsworth Sports Center,3851 W El Segundo Blvd Hawthorne CA 90250,33.91677,-118.34067,622.0,59.0,681.0,2.98
Richmond Street Elementary School,615 Richmond St El Segundo CA 90245,33.92435,-118.41746,275.0,89.0,364.0,0.37
Betty Hill Senior Citizen Center,3570 S Denker Ave Los Angeles CA 90018,34.02298,-118.30441,379.0,214.0,593.0,2.77
Tree of Life Baptist Church,9702 Holmes Ave Los Angeles CA 90002,33.94793,-118.24056,275.0,43.0,318.0,0.02
Betty Wilson Center,11641 Florence Ave Santa Fe Springs CA 90670,33.93679,-118.08461,788.0,105.0,893.0,0.98
Glendale Public Health Center,501 N Glendale Ave Glendale CA 91206,34.15335,-118.24417,276.0,173.0,449.0,1.88
Beverly Hills City Hall,455 N Rexford Dr Beverly Hills CA 90210,34.07289,-118.4004,672.0,1603.0,2275.0,3.6
New Hope Home,1150 New York St Long Beach CA 90813,33.78445,-118.17832,277.0,62.0,339.0,0.68
Beverly Hills Women's Club,1700 Chevy Chase Dr Beverly Hills CA 90210,34.08419,-118.42156,983.0,343.0,1326.0,1.78
Golden Springs Elementary School,245 Ballena Dr Diamond Bar CA 91765,34.02466,-117.80144,277.0,51.0,328.0,0.0
Birdielee V Bright Elementary School,1771 W 36th St Los Angeles CA 90018,34.02314,-118.3111,891.0,91.0,982.0,0.87
Castelar Elementary School,840 Yale St Los Angeles CA 90012,34.06405,-118.23975,278.0,59.0,337.0,0.0
Birney Elementary School,8501 Orange Ave Pico Rivera CA 90660,33.95752,-118.09652,329.0,18.0,347.0,0.0
Sunshine Park,515 Deepmead Ave La Puente CA 91744,34.00975,-117.9007,278.0,37.0,315.0,0.13
Biscailuz Park,2601 Dollar St Lakewood CA 90712,33.85253,-118.16093,668.0,108.0,776.0,1.72
Sara Mendez Park,11660 Dune St Norwalk CA 90650,33.92144,-118.0838,278.0,72.0,350.0,0.82
Bixby Park,130 Cherry Ave Long Beach CA 90802,33.76601,-118.16706,1026.0,389.0,1415.0,2.38
Salem Lutheran Church ELCA,6442 Glengarry Ave Whittier CA 90606,33.98509,-118.06247,279.0,35.0,314.0,0.0
Blandford Elementary School,2601 Blandford Dr Rowland Heights CA 91748,33.97267,-117.89773,461.0,137.0,598.0,0.62
Dominguez Hills Estates,19009 S Laurel Park Rd Rancho Dominguez CA 90220,33.85742,-118.2197,283.0,68.0,351.0,0.77
Bloomfield Park,21420 Pioneer Blvd Lakewood CA 90715,33.83443,-118.08134,289.0,52.0,341.0,0.13
San Rafael Library,1240 Nithsdale Rd Pasadena CA 91105,34.13572,-118.17576,283.0,115.0,398.0,0.3
Bob Hope Patriotic Hall,1816 S Figueroa St Los Angeles CA 90015,34.0353,-118.27107,481.0,186.0,667.0,1.43
Bread of Life Los Angeles,5027 New York Ave Glendale CA 91214,34.24234,-118.25352,285.0,62.0,347.0,0.47
Boston Court Performing Arts Center,70 N Mentor Ave Pasadena CA 91106,34.14703,-118.1306,483.0,253.0,736.0,0.83
Living Stone Cathedral of Worship,37721 100th St E Littlerock CA 93543,34.56754,-117.95328,285.0,67.0,352.0,0.0
Bouquet Canyon Elementary,28110 Wellston Dr Saugus CA 91350,34.45313,-118.50555,1375.0,748.0,2123.0,1.87
Boyle Heights City Hall,2130 E 1st St Los Angeles CA 90033,34.04418,-118.21296,872.0,132.0,1004.0,1.32
Compton Library,240 W Compton Blvd Compton CA 90220,33.89544,-118.22571,288.0,164.0,452.0,0.97
Bragg Elementary School,11501 Bos St Cerritos CA 90703,33.85573,-118.08945,550.0,94.0,644.0,0.78
Brainard Avenue Elementary School,11407 Brainard Ave Lake View Terrace CA 91342,34.27739,-118.36462,319.0,56.0,375.0,0.03
Payne Elementary School,2850 Mountain View Rd El Monte CA 91732,34.06169,-118.02241,293.0,42.0,335.0,0.05
Las Palmas Park,505 S Huntington St San Fernando CA 91340,34.28553,-118.44946,296.0,72.0,368.0,0.88
Bret Harte Middle School,9301 S Hoover St Los Angeles CA 90044,33.95147,-118.28809,794.0,61.0,855.0,0.23
Meadowlark Elementary School,3015 Sacramento Ave Acton CA 93510,34.47479,-118.18607,297.0,51.0,348.0,0.18
Bridges Academy,3921 Laurel Canyon Blvd Studio City CA 91604,34.14148,-118.39486,789.0,623.0,1412.0,4.58
Montecito Heights Senior Citizen Center,4545 Homer St Los Angeles CA 90031,34.09576,-118.20326,299.0,306.0,605.0,1.12
Bristow Park Community Center,1466 S Mcdonnell Ave Commerce CA 90040,34.01304,-118.16923,348.0,97.0,445.0,1.35
Broadacres Avenue School,19424 Broadacres Ave Carson CA 90746,33.85419,-118.23955,724.0,103.0,827.0,1.65
Mill Elementary School,4030 Workman Mill Rd Whittier CA 90601,34.01502,-118.04251,300.0,71.0,371.0,0.0
Brockton Avenue Elementary School,1309 Armacost Ave Los Angeles CA 90025,34.04436,-118.46299,1830.0,391.0,2221.0,2.22
Winnetka Recreation Center,8401 Winnetka Ave Winnetka CA 91306,34.2223,-118.57156,301.0,132.0,433.0,1.88
Bryson Avenue Elementary School,4470 Missouri Ave South Gate CA 90280,33.94468,-118.19276,631.0,59.0,690.0,1.33
Stoneview Nature Center,5950 Stoneview Dr Culver City CA 90232,34.01412,-118.37728,301.0,141.0,442.0,0.0
Buena Vista Branch Library,300 N Buena Vista St Burbank CA 91505,34.16413,-118.33021,1261.0,1904.0,3165.0,2.2
Burbank Community YMCA,321 E Magnolia Blvd Burbank CA 91502,34.18477,-118.31053,1053.0,309.0,1362.0,1.25
LA County Assessor East District Office,1198 Durfee Ave South El Monte CA 91733,34.03545,-118.03878,306.0,120.0,426.0,0.0
Burbank Town Center Shopping Center,201 E Magnolia Burbank CA 91502,34.18338,-118.3124,482.0,848.0,1330.0,1.82
Woodcrest Elementary School,1151 W 109th St Los Angeles CA 90044,33.93764,-118.29592,308.0,48.0,356.0,0.65
Burrell / Macdonald Park Community Center,2516 W Alondra Blvd Compton CA 90220,33.88588,-118.25506,411.0,41.0,452.0,0.2
Grant African Methodist Episcopal (AME) Church,10435 S Central Ave Los Angeles CA 90002,33.94122,-118.25454,308.0,112.0,420.0,2.05
Burroughs Head Start School,1260 E 33rd St Signal Hill CA 90755,33.81682,-118.17503,,,,
Lincoln Heights Senior Citizen Center,2323 Workman St Los Angeles CA 90031,34.07257,-118.2147,308.0,260.0,568.0,1.47
Bursch Elementary School,4245 Merced Ave Baldwin Park CA 91706,34.08978,-117.974,447.0,72.0,519.0,0.45
Dollarhide Health Center,1108 N Oleander Ave Compton CA 90222,33.90375,-118.22973,311.0,161.0,472.0,1.37
Diamond Ranch High School,100 Diamond Ranch Rd Pomona CA 91766,34.02184,-117.77847,312.0,68.0,380.0,0.5
Burton Chace Park,13650 Mindanao Way Marina Del Rey CA 90292,33.97728,-118.44476,917.0,870.0,1787.0,1.45
Vanguard Learning Center Middle School,13305 San Pedro St Los Angeles CA 90061,33.91085,-118.26993,314.0,24.0,338.0,1.07
C Robert Lee Activity Center,21815 Pioneer Blvd Hawaiian Gardens CA 90716,33.829,-118.08227,598.0,211.0,809.0,0.23
Jordan Downs Recreation Center,9990 Grape St Los Angeles CA 90002,33.94577,-118.2364,314.0,30.0,344.0,0.03
C21 Realty Masters-Montebello,2901 W Beverly Blvd Montebello CA 90640,34.02239,-118.13439,400.0,122.0,522.0,2.17
Sherman Oaks Galleria,15301 Ventura Blvd Sherman Oaks CA 91403,34.15587,-118.46698,315.0,1183.0,1498.0,3.85
LA County Fire Station 129,42110 6th St W Lancaster CA 93534,34.64766,-118.13983,315.0,179.0,494.0,1.47
Cabrillo Avenue Elementary School,732 S Cabrillo Ave San Pedro CA 90731,33.73738,-118.29337,1057.0,219.0,1276.0,1.15
Cabrillo High School,2001 Santa Fe Ave Long Beach CA 90810,33.79412,-118.21579,619.0,234.0,853.0,0.07
Cal State University Chancellor's Office,401 Golden Shore Long Beach CA 90802,33.76437,-118.20135,323.0,60.0,383.0,0.77
Cahuenga Elementary School,220 S Hobart Blvd Los Angeles CA 90004,34.07056,-118.30522,971.0,183.0,1154.0,0.85
Estelle Van Meter Multipurpose Center,7600 S Avalon Blvd Los Angeles CA 90001,33.97096,-118.26488,325.0,29.0,354.0,0.23
Cal Poly Pomona,3801 W Temple Ave Pomona CA 91768,34.0556,-117.81926,,,,
Nelson Elementary School,330 N California Ave La Puente CA 91744,34.03361,-117.96604,325.0,35.0,360.0,0.97
Cal State University Dominguez Hills,1000 E Victoria St Carson CA 90747,33.86658,-118.2555,823.0,186.0,1009.0,2.23
City Terrace Elementary School,4350 City Terrace Dr Los Angeles CA 90063,34.05695,-118.1713,326.0,63.0,389.0,1.98
Cal State University Long Beach,1250 Bellflower Blvd Long Beach CA 90840,33.78278,-118.11538,881.0,209.0,1090.0,2.02
Juarez Academy of Engineering & Technology,11939 Aclare St Cerritos CA 90703,33.87475,-118.07831,326.0,29.0,355.0,0.25
